Position,Artist,Song Title,Year,JSON file,Split Names,Song Language
45,Pink,So What,2009,5524.json,Pink,en
46,Pitbull,Hotel Room Service,2009,5525.json,Pitbull,en
47,"Eminem, Dr. Dre and 50 Cent",Crack A Bottle,2009,5526.json,"Eminem, Dr. Dre",en
48,Beyonce,If I Were A Boy,2009,5527.json,Beyonce,en
49,Keri Hilson feat. Lil Wayne,Turning Me On,2009,5528.json,Keri Hilson,en
50,Pussycat Dolls,I Hate This Part,2009,5529.json,Pussycat Dolls,en
51,Nickelback,Gotta Be Somebody,2009,5530.json,Nickelback,en
52,Pink,Please Don't Leave Me,2009,5531.json,Pink,en
53,Lady Gaga,Paparazzi,2009,5532.json,Lady Gaga,en
54,Akon feat. Colby O'Donis and Kardinal Offishall,Beautiful,2009,5533.json,Akon,en
55,Coldplay,Viva la Vida,2009,5534.json,Coldplay,en
56,Akon,Right Now (Na Na Na),2009,5535.json,Akon,en
57,Jordin Sparks,Battlefield,2009,5536.json,Jordin Sparks,en
58,Flo Rida feat. Wynter,Sugar,2009,5537.json,Flo Rida,en
59,Ne-Yo,Miss Independent,2009,5538.json,Ne-Yo,en
60,Owl City,Fireflies,2009,5539.json,Owl City,en
61,Linkin Park,New Divide,2009,5540.json,Linkin Park,en
62,Jay-Z + Alicia Keys,Empire State Of Mind,2009,5541.json,Jay-Z + Alicia Keys,en
63,Daughtry,No Surprise,2009,5542.json,Daughtry,en
64,Shakira,She Wolf,2009,5543.json,Shakira,en
65,Mario feat. Gucci Mane and Sean Garrett,Break Up,2009,5544.json,Mario,en
66,Beyonce,Sweet Dreams,2009,5545.json,Beyonce,en
67,Young Money,Every Girl,2009,5546.json,Young Money,en
68,Colbie Caillat,Fallin' For You,2009,5547.json,Colbie Caillat,en
69,Veronicas,Untouched,2009,5548.json,Veronicas,en
70,Nickelback,If Today Was Your Last Day,2009,5549.json,Nickelback,en
71,Fabolous feat. The-Dream,Throw It In The Bag,2009,5550.json,Fabolous,en
72,Boys Like Girls,Love Drunk,2009,5551.json,Boys Like Girls,en
73,Asher Roth,I Love College,2009,5552.json,Asher Roth,en
74,Britney Spears,If U Seek Amy,2009,5553.json,Britney Spears,en
75,Jason Aldean,Big Green Tractor,2009,5554.json,Jason Aldean,en
76,Taylor Swift,White Horse,2009,5555.json,Taylor Swift,en
77,Rihanna,Disturbia,2009,5556.json,Rihanna,en
78,Green Day,21 Guns,2009,5557.json,Green Day,en
79,Soulja Boy Tell'em,Turn My Swag On,2009,5558.json,Soulja Boy Tell'em,en
80,The-Dream,Rockin' That Thang,2009,5559.json,The-Dream,en
81,Zac Brown Band,Chicken Fried,2009,5560.json,Zac Brown B,en
82,Beyonce,Diva,2009,5561.json,Beyonce,en
83,Iyaz,Replay,2009,5562.json,Iyaz,en
84,Brad Paisley,Then,2009,5563.json,Brad Paisley,en
85,Rob Thomas,Her Diamonds,2009,5564.json,Rob Thomas,en
86,Jesse McCartney feat. Ludacris,How Do You Sleep?,2009,5565.json,Jesse McCartney,en
87,Britney Spears,3,2009,5566.json,Britney Spears,en
89,Justin Bieber,One Time,2009,5568.json,Justin Bieber,en
90,Lady Antebellum,I Run To You,2009,5569.json,Lady Antebellum,en
91,Kelly Clarkson,I Do Not Hook Up,2009,5570.json,Kelly Clarkson,en
92,John Legend feat. Andre 3000,Green Light,2009,5571.json,John Legend,en
93,Billy Currington,People Are Crazy,2009,5572.json,Billy Currington,en
94,Zac Brown Band,Whatever It Is,2009,5573.json,Zac Brown B,en
95,Kelly Clarkson,Already Gone,2009,5574.json,Kelly Clarkson,en
96,Kristinia DeBarge,Goodbye,2009,5575.json,Kristinia DeBarge,en
97,Michael Franti and Spearhead feat. Cherine Anderson,Say Hey (I Love You),2009,5576.json,Michael Franti,en
98,Jim Jones and Ron Browz feat. Juelz Santana,Pop Champagne,2009,5577.json,Jim Jones,en
99,Maxwell,Pretty Wings,2009,5578.json,Maxwell,en
100,Fray,Never Say Never,2009,5579.json,Fray,en
1,Ke$ha,TiK ToK,2010,5580.json,Ke$ha,en
2,Lady Antebellum,Need You Now,2010,5581.json,Lady Antebellum,en
3,Train,"Hey, Soul Sister",2010,5582.json,Train,en
4,Katy Perry feat. Snoop Dogg,California Gurls,2010,5583.json,Katy Perry,en
5,Usher feat. will.i.am,OMG,2010,5584.json,Usher,en
6,B.o.B feat. Hayley Williams,Airplanes,2010,5585.json,B.o.B,en
7,Eminem feat. Rihanna,Love The Way You Lie,2010,5586.json,Eminem,en
8,Lady Gaga,Bad Romance,2010,5587.json,Lady Gaga,en
9,Taio Cruz,Dynamite,2010,5588.json,Taio Cruz,en
10,Taio Cruz feat. Ludacris,Break Your Heart,2010,5589.json,Taio Cruz,en
11,B.o.B feat. Bruno Mars,Nothin' On You,2010,5590.json,B.o.B,en
12,Enrique Iglesias feat. Pitbull,I Like It,2010,5591.json,Enrique Iglesias,en
13,Young Money feat. Lloyd,Bedrock,2010,5592.json,Young Money,en
14,Jason Derulo,In My Head,2010,5593.json,Jason Derulo,en
15,Rihanna,Rude Boy,2010,5594.json,Rihanna,en
17,Katy Perry,Teenage Dream,2010,5596.json,Katy Perry,en
18,Bruno Mars,Just The Way You Are,2010,5597.json,Bruno Mars,en
19,Mike Posner,Cooler Than Me,2010,5598.json,Mike Posner,en
20,Black Eyed Peas,Imma Be,2010,5599.json,Black Eyed Peas,en
21,Jay-Z and Alicia Keys,Empire State of Mind,2010,5600.json,Jay-Z,en
22,Usher feat. Pitbull,DJ Got Us Fallin' in Love,2010,5601.json,Usher,en
23,Travie McCoy feat. Bruno Mars,Billionaire,2010,5602.json,Travie McCoy,en
24,Eminem,Not Afraid,2010,5603.json,Eminem,en
25,Iyaz,Replay,2010,5604.json,Iyaz,en
26,David Guetta feat. Akon,Sexy Chick,2010,5605.json,David Guetta,en
27,Script,Breakeven,2010,5606.json,Script,en
28,Ke$ha,Your Love Is My Drug,2010,5607.json,Ke$ha,en
29,Black Eyed Peas,I Gotta Feeling,2010,5608.json,Black Eyed Peas,en
30,Owl City,Fireflies,2010,5609.json,Owl City,en
31,Trey Songz feat. Fabolous,Say Aah,2010,5610.json,Trey Songz,en
32,Drake,Find Your Love,2010,5611.json,Drake,en
33,Lady Gaga,Alejandro,2010,5612.json,Lady Gaga,en
34,Jason Derulo,Ridin' Solo,2010,5613.json,Jason Derulo,en
35,Nelly,Just A Dream,2010,5614.json,Nelly,en
36,Ludacris,How Low,2010,5615.json,Ludacris,en
37,Far East Movement feat. The Cataracs and Dev,Like A G6,2010,5616.json,Far East Movement,en
38,Timbaland feat. Justin Timberlake,Carry Out,2010,5617.json,Timbal,en
39,Michael Buble,Haven't Met You Yet,2010,5618.json,Michael Buble,en
40,Flo Rida feat. David Guetta,Club Can't Handle Me,2010,5619.json,Flo Rida,en
41,Jay Sean feat. Lil Wayne,Down,2010,5620.json,Jay Sean,en
42,La Roux,Bulletproof,2010,5621.json,La Roux,en
43,Jason Derulo,Whatcha Say,2010,5622.json,Jason Derulo,en
44,Justin Bieber feat. Ludacris,Baby,2010,5623.json,Justin Bieber,en
45,Adam Lambert,Whataya Want From Me,2010,5624.json,Adam Lambert,en
46,Taylor Swift,Mine,2010,5625.json,Taylor Swift,en
47,Rihanna,Only Girl (In The World),2010,5626.json,Rihanna,en
48,Kris Allen,Live Like We're Dying,2010,5627.json,Kris Allen,en
49,Rihanna feat. Jeezy,Hard,2010,5628.json,Rihanna,en
50,Jay-Z and Mr. Hudson,Young Forever,2010,5629.json,Jay-Z,en
51,Ke$ha feat. 3OH!3,Blah Blah Blah,2010,5630.json,Ke$ha,en
52,Trey Songz feat. Nicki Minaj,Bottoms Up,2010,5631.json,Trey Songz,en
53,Jay Sean feat. Sean Paul and Lil Jon,Do You Remember,2010,5632.json,Jay Sean,en
54,OneRepublic,All The Right Moves,2010,5633.json,OneRepublic,en
55,Orianthi,According To You,2010,5634.json,Orianthi,en
56,Ludacris feat. Nicki Minaj,My Chick Bad,2010,5635.json,Ludacris,en
57,Taylor Swift,You Belong With Me,2010,5636.json,Taylor Swift,en
58,Black Eyed Peas,Meet Me Halfway,2010,5637.json,Black Eyed Peas,en
59,Ke$ha,Take It Off,2010,5638.json,Ke$ha,en
60,Drake,Over,2010,5639.json,Drake,en
61,Neon Trees,Animal,2010,5640.json,Neon Trees,en
62,Maroon 5,Misery,2010,5641.json,Maroon 5,en
63,B.o.B feat. Rivers Cuomo,Magic,2010,5642.json,B.o.B,en
64,Lady Gaga,Paparazzi,2010,5643.json,Lady Gaga,en
65,New Boyz feat. Ray J,Tie Me Down,2010,5644.json,New Boyz,en
66,Nicki Minaj,Your Love,2010,5645.json,Nicki Minaj,en
67,Miley Cyrus,Party In The U.S.A.,2010,5646.json,Miley Cyrus,en
68,Chris Brown feat. Tyga and Kevin McCall,Deuces,2010,5647.json,Chris Brown,en
69,Britney Spears,3,2010,5648.json,Britney Spears,en
70,Shontelle,Impossible,2010,5649.json,Shontelle,en
72,Boys Like Girls feat. Taylor Swift,Two Is Better Than One,2010,5651.json,Boys Like Girls,en
73,3OH!3 feat. Ke$ha,My First Kiss,2010,5652.json,3OH!3,en
74,Kelly Clarkson,Already Gone,2010,5653.json,Kelly Clarkson,en
75,Black Eyed Peas,Rock That Body,2010,5654.json,Black Eyed Peas,en
76,OneRepublic,Secrets,2010,5655.json,OneRepublic,en
77,Selena Gomez and The Scene,Naturally,2010,5656.json,Selena Gomez,en
78,Alicia Keyes,Un-Thinkable (I'm Ready),2010,5657.json,Alicia Keyes,en
79,"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg and Rick Ross",All I Do Is Win,2010,5658.json,DJ Khaled,en
80,"Kevin Rudolf feat. Birdman, Jay Sean, and Lil Wayne",I Made It (Cash Money Heroes),2010,5659.json,Kevin Rudolf,en
81,Sugarland,Stuck Like Glue,2010,5660.json,Sugarl,en
82,Usher feat. Plies,Hey Daddy (Daddy's Home),2010,5661.json,Usher,en
83,Usher,There Goes My Baby,2010,5662.json,Usher,en
84,Taylor Swift,Today Was A Fairytale,2010,5663.json,Taylor Swift,en
85,Timbaland feat. Drake,Say Something,2010,5664.json,Timbal,en
86,Beyonce,Sweet Dreams,2010,5665.json,Beyonce,en
87,Kings of Leon,Use Somebody,2010,5666.json,Kings of Leon,en
88,Carrie Underwood,Undo It,2010,5667.json,Carrie Underwood,en
89,Sean Kingston and Justin Bieber,Eenie Meenie,2010,5668.json,Sean Kingston,en
90,Lil Wayne feat. Drake,Right Above It,2010,5669.json,Lil Wayne,en
91,Miranda Lambert,The House That Built Me,2010,5670.json,Mir,en
92,Band Perry,If I Die Young,2010,5671.json,B,en
93,Paramore,The Only Exception,2010,5672.json,Paramore,en
94,Lady Antebellum,American Honey,2010,5673.json,Lady Antebellum,en
95,Sara Bareilles,King Of Anything,2010,5674.json,Sara Bareilles,en
96,Daughtry,Life After You,2010,5675.json,Daughtry,en
97,Uncle Kraker,Smile,2010,5676.json,Uncle Kraker,en
98,Cali Swag District,Teach Me How To Dougie,2010,5677.json,Cali Swag District,en
99,Alicia Keyes,Try Sleeping With A Broken Heart,2010,5678.json,Alicia Keyes,en
100,Jerrod Niemann,"Lover, Lover",2010,5679.json,Jerrod Niemann,en
1,Adele,Rolling In The Deep,2011,5680.json,Adele,en
2,LMFAO feat. Lauren Bennett and GoonRock,Party Rock Anthem,2011,5681.json,LMFAO,en
3,Katy Perry,Firework,2011,5682.json,Katy Perry,en
4,Katy Perry feat. Kanye West,E.T.,2011,5683.json,Katy Perry,en
5,"Pitbull feat. Ne-Yo, Afrojack and Nayer",Give Me Everything,2011,5684.json,Pitbull,en
6,Bruno Mars,Grenade,2011,5685.json,Bruno Mars,en
8,Nicki Minaj,Super Bass,2011,5687.json,Nicki Minaj,en
9,Maroon 5 feat. Christina Aguilera,Moves Like Jagger,2011,5688.json,Maroon 5,en
10,Black Eyed Peas,Just Can't Get Enough,2011,5689.json,Black Eyed Peas,en
11,Jennifer Lopez feat. Pitbull,On The Floor,2011,5690.json,Jennifer Lopez,en
12,Rihanna,S&M,2011,5691.json,Rihanna,en
13,Foster The People,Pumped Up Kicks,2011,5692.json,Foster The People,en
14,Katy Perry,Last Friday Night (T.G.I.F.),2011,5693.json,Katy Perry,en
15,Bruno Mars,Just The Way You Are,2011,5694.json,Bruno Mars,en
16,Enrique Iglesias feat. Ludacris and DJ Frank E,Tonight (I'm Lovin' You),2011,5695.json,Enrique Iglesias,en
17,P!Nk,Raise Your Glass,2011,5696.json,P!Nk,en
18,Lady Gaga,Born This Way,2011,5697.json,Lady Gaga,en
19,P!Nk,F**Kin' Perfect,2011,5698.json,P!Nk,en
20,Rihanna feat. Drake,What's My Name?,2011,5699.json,Rihanna,en
21,Chris Brown feat. Lil Wayne and Busta Rhymes,Look At Me Now,2011,5700.json,Chris Brown,en
22,Jeremih feat. 50 Cent,Down On Me,2011,5701.json,Jeremih,en
23,Lil Wayne,How To Love,2011,5702.json,Lil Wayne,en
24,Adele,Someone Like You,2011,5703.json,Adele,en
25,OneRepublic,Good Life,2011,5704.json,OneRepublic,en
26,Bruno Mars,The Lazy Song,2011,5705.json,Bruno Mars,en
27,Britney Spears,Till The World Ends,2011,5706.json,Britney Spears,en
28,Lupe Fiasco,The Show Goes On,2011,5707.json,Lupe Fiasco,en
29,Lady Gaga,The Edge Of Glory,2011,5708.json,Lady Gaga,en
30,Ke$Ha,We R Who We R,2011,5709.json,Ke$Ha,en
31,Wiz Khalifa,Black And Yellow,2011,5710.json,Wiz Khalifa,en
32,Hot Chelle Rae,Tonight Tonight,2011,5711.json,Hot Chelle Rae,en
33,Ke$Ha,Blow,2011,5712.json,Ke$Ha,en
34,Bad Meets Evil feat. Bruno Mars,Lighters,2011,5713.json,Bad Meets Evil,en
35,Band Perry,If I Die Young,2011,5714.json,B,en
36,Gym Class Heroes feat. Adam Levine,Stereo Hearts,2011,5715.json,Gym Class Heroes,en
37,Black Eyed Peas,The Time (Dirty Bit),2011,5716.json,Black Eyed Peas,en
38,Diddy - Dirty Money feat. Skylar Grey,Coming Home,2011,5717.json,Diddy - Dirty Money,en
39,Pitbull feat. T-Pain,Hey Baby (Drop It To The Floor),2011,5718.json,Pitbull,en
40,Rihanna,Only Girl (In The World),2011,5719.json,Rihanna,en
41,Lil Wayne feat. Cory Gunz,6 Foot 7 Foot,2011,5720.json,Lil Wayne,en
42,Lady Antebellum,Just A Kiss,2011,5721.json,Lady Antebellum,en
43,Jason Aldean,Dirt Road Anthem,2011,5722.json,Jason Aldean,en
44,Taio Cruz,Dynamite,2011,5723.json,Taio Cruz,en
45,Waka Flocka Flame feat. Roscoe Dash and Wale,No Hands,2011,5724.json,Waka Flocka Flame,en
46,Britney Spears,I Wanna Go,2011,5725.json,Britney Spears,en
47,"DJ Khaled feat. Drake, Rick Ross and Lil Wayne",I'm On One,2011,5726.json,DJ Khaled,en
48,Cobra Starship feat. Sabi,You Make Me Feel...,2011,5727.json,Cobra Starship,en
49,Chris Brown,Yeah 3x,2011,5728.json,Chris Brown,en
50,Nicki Minaj feat. Drake,Moment 4 Life,2011,5729.json,Nicki Minaj,en
51,Dr. Dre feat. Eminem and Skylar Grey,I Need A Doctor,2011,5730.json,Dr. Dre,en
52,Nelly,Just A Dream,2011,5731.json,Nelly,en
53,Kelly Rowland feat. Lil Wayne,Motivation,2011,5732.json,Kelly Rowl,en
54,Edward Maya and Vika Jigulina,Stereo Love,2011,5733.json,Edward Maya,en
55,Christina Perri,Jar Of Hearts,2011,5734.json,Christina Perri,en
56,Wiz Khalifa,Roll Up,2011,5735.json,Wiz Khalifa,en
57,LMFAO,Sexy And I Know It,2011,5736.json,LMFAO,en
58,Far*East Movement feat. Ryan Tedder,Rocketeer,2011,5737.json,Far*East Movement,en
59,Kanye West,All Of The Lights,2011,5738.json,Kanye West,en
60,Britney Spears,Hold It Against Me,2011,5739.json,Britney Spears,en
61,Usher,More,2011,5740.json,Usher,en
62,Avril Lavigne,What The Hell,2011,5741.json,Avril Lavigne,en
63,Tinie Tempah feat. Eric Turner,Written In The Stars,2011,5742.json,Tinie Tempah,en
64,Trey Songz feat. Nicki Minaj,Bottoms Up,2011,5743.json,Trey Songz,en
65,Usher feat. Pitbull,DJ Got Us Fallin' In Love,2011,5744.json,Usher,en
66,Script,For The First Time,2011,5745.json,Script,en
67,Blake Shelton,Honey Bee,2011,5746.json,Blake Shelton,en
69,Rihanna feat. Calvin Harris,We Found Love,2011,5748.json,Rihanna,en
70,Keri Hilson,Pretty Girl Rock,2011,5749.json,Keri Hilson,en
71,Lady Gaga,You And I,2011,5750.json,Lady Gaga,en
72,Far*East Movement feat. Cataracs and Dev,Like A G6,2011,5751.json,Far*East Movement,en
73,David Guetta feat. Usher,Without You,2011,5752.json,David Guetta,en
74,Taylor Swift,Back To December,2011,5753.json,Taylor Swift,en
75,Katy Perry,Teenage Dream,2011,5754.json,Katy Perry,en
76,Eli Young Band,Crazy Girl,2011,5755.json,Eli Young B,en
77,Rihanna,Cheers (Drink To That),2011,5756.json,Rihanna,en
78,Selena Gomez and The Scene,Who Says,2011,5757.json,Selena Gomez,en
79,Jake Owen,Barefoot Blue Jean Night,2011,5758.json,Jake Owen,en
80,Zac Brown Band feat. Jimmy Buffett,Knee Deep,2011,5759.json,Zac Brown B,en
81,Luke Bryan,Country Girl (Shake It For Me),2011,5760.json,Luke Bryan,en
83,Dev,In The Dark,2011,5762.json,Dev,en
84,New Boyz feat. The Cataracs and Dev,Backseat,2011,5763.json,New Boyz,en
85,Drake,Headlines,2011,5764.json,Drake,en
86,Beyonce,Best Thing I Never Had,2011,5765.json,Beyonce,en
87,Jason Derulo,Don't Wanna Go Home,2011,5766.json,Jason Derulo,en
88,David Guetta feat. Flo Rida and Nicki Minaj,Where Them Girls At,2011,5767.json,David Guetta,en
89,Chris Brown,She Ain't You,2011,5768.json,Chris Brown,en
90,Rodney Atkins,Take A Back Road,2011,5769.json,Rodney Atkins,en
91,Mike Posner,Please Don't Go,2011,5770.json,Mike Posner,en
92,Miguel,Sure Thing,2011,5771.json,Miguel,en
93,Jessie J feat. B.O.B,Price Tag,2011,5772.json,Jessie J,en
94,Blake Shelton,God Gave Me You,2011,5773.json,Blake Shelton,en
95,Lil Wayne feat. Drake,She Will,2011,5774.json,Lil Wayne,en
96,Thompson Square,Are You Gonna Kiss Me Or Not,2011,5775.json,Thompson Square,en
97,Neon Trees,Animal,2011,5776.json,Neon Trees,en
98,Kenny Chesney feat. Grace Potter,You And Tequila,2011,5777.json,Kenny Chesney,en
99,Zac Brown Band,Colder Weather,2011,5778.json,Zac Brown B,en
100,Big Sean feat. Chris Brown,My Last,2011,5779.json,Big Sean,en
1,Gotye feat. Kimbra,Somebody That I Used To Know,2012,5780.json,Gotye,en
2,Carly Rae Jepsen,Call Me Maybe,2012,5781.json,Carly Rae Jepsen,en
3,fun. feat. Janelle Monae,We Are Young,2012,5782.json,fun.,en
4,Maroon 5 feat. Wiz Khalifa,Payphone,2012,5783.json,Maroon 5,en
5,Ellie Goulding,Lights,2012,5784.json,Ellie Goulding,en
6,Wanted,Glad You Came,2012,5785.json,Wanted,en
7,Kelly Clarkson,Stronger (What Doesn't Kill You),2012,5786.json,Kelly Clarkson,en
8,Rihanna feat. Calvin Harris,We Found Love,2012,5787.json,Rihanna,en
9,Nicki Minaj,Starships,2012,5788.json,Nicki Minaj,en
10,One Direction,What Makes You Beautiful,2012,5789.json,One Direction,en
12,Adele,Set Fire To The Rain,2012,5791.json,Adele,en
13,LMFAO,Sexy And I Know It,2012,5792.json,LMFAO,en
14,fun.,Some Nights,2012,5793.json,fun.,en
15,Katy Perry,Wide Awake,2012,5794.json,Katy Perry,en
16,Flo Rida,Good Feeling,2012,5795.json,Flo Rida,en
17,Flo Rida,Whistle,2012,5796.json,Flo Rida,en
18,Maroon 5,One More Night,2012,5797.json,Maroon 5,en
19,Train,Drive By,2012,5798.json,Train,en
20,Drake feat. Lil Wayne,The Motto,2012,5799.json,Drake,en
21,Rihanna,Where Have You Been,2012,5800.json,Rihanna,en
22,Neon Trees,Everybody Talks,2012,5801.json,Neon Trees,en
23,Drake feat. Rihanna,Take Care,2012,5802.json,Drake,en
24,David Guetta feat. Sia,Titanium,2012,5803.json,David Guetta,en
25,Jason Mraz,I Won't Give Up,2012,5804.json,Jason Mraz,en
26,Bruno Mars,It Will Rain,2012,5805.json,Bruno Mars,en
28,Justin Bieber,Boyfriend,2012,5807.json,Justin Bieber,en
29,LMFAO feat. Lauren Bennett and GoonRock,Party Rock Anthem,2012,5808.json,LMFAO,en
30,Alex Clare,Too Close,2012,5809.json,Alex Clare,en
31,Katy Perry,Part Of Me,2012,5810.json,Katy Perry,en
32,Snoop Dogg and Wiz Khalifa feat. Bruno Mars,"Young, Wild and Free",2012,5811.json,Snoop Dogg,en
33,Taylor Swift,We Are Never Ever Getting Back Together,2012,5812.json,Taylor Swift,en
34,Justin Bieber feat. Big Sean,As Long as You Love Me,2012,5813.json,Justin Bieber,en
35,David Guetta feat. Nicki Minaj,Turn Me On,2012,5814.json,David Guetta,en
36,Maroon 5 feat. Christina Aguilera,Moves Like Jagger,2012,5815.json,Maroon 5,en
37,P!nk,Blow Me (One Last Kiss),2012,5816.json,P!nk,en
38,Owl City and Carly Rae Jepsen,Good Time,2012,5817.json,Owl City,en
39,Demi Lovato,Give Your Heart A Break,2012,5818.json,Demi Lovato,en
41,Katy Perry,The One That Got Away,2012,5820.json,Katy Perry,en
42,Calvin Harris,Feel So Close,2012,5821.json,Calvin Harris,en
43,Adele,Someone Like You,2012,5822.json,Adele,en
44,Usher,Scream,2012,5823.json,Usher,en
45,Tyga,Rack City,2012,5824.json,Tyga,en
46,Jessie J,Domino,2012,5825.json,Jessie J,en
47,Psy,Gangnam Style,2012,5826.json,Psy,en
48,Pitbull feat. Chris Brown,International Love,2012,5827.json,Pitbull,en
49,Phillip Phillips,Home,2012,5828.json,Phillip Phillips,en
50,David Guetta feat. Usher,Without You,2012,5829.json,David Guetta,en
51,Gym Class Heroes feat. Neon Hitch,Ass Back Home,2012,5830.json,Gym Class Heroes,en
52,Hunter Hayes,Wanted,2012,5831.json,Hunter Hayes,en
53,Luke Bryan,Drunk On You,2012,5832.json,Luke Bryan,en
54,2 Chainz feat. Drake,No Lie,2012,5833.json,2 Chainz,en
55,Cher Lloyd,Want U Back,2012,5834.json,Cher Lloyd,en
56,Chris Brown,Don't Wake Me Up,2012,5835.json,Chris Brown,en
57,Big Sean feat. Nicki Minaj,Dance (A$$),2012,5836.json,Big Sean,en
58,Eric Church,Springsteen,2012,5837.json,Eric Church,en
59,Karmin,Brokenhearted,2012,5838.json,Karmin,en
60,Gavin DeGraw,Not Over You,2012,5839.json,Gavin DeGraw,en
61,Gym Class Heroes feat. Adam Levine,Stereo Hearts,2012,5840.json,Gym Class Heroes,en
62,Pitbull,Back In Time,2012,5841.json,Pitbull,en
63,J. Cole,Work Out,2012,5842.json,J. Cole,en
64,Adele,Rumour Has It,2012,5843.json,Adele,en
65,Calvin Harris feat. Ne-Yo,Let's Go,2012,5844.json,Calvin Harris,en
66,Carrie Underwood,Good Girl,2012,5845.json,Carrie Underwood,en
67,Little Big Town,Pontoon,2012,5846.json,Little Big Town,en
68,Lumineers,Ho Hey,2012,5847.json,Lumineers,en
69,Coldplay,Paradise,2012,5848.json,Coldplay,en
70,Carrie Underwood,Blown Away,2012,5849.json,Carrie Underwood,en
71,Adele,Rolling In The Deep,2012,5850.json,Adele,en
72,Usher,Climax,2012,5851.json,Usher,en
73,Wiz Khalifa,"Work Hard, Play Hard",2012,5852.json,Wiz Khalifa,en
74,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2012,5853.json,Ne-Yo,en
75,Nicki Minaj,Pound The Alarm,2012,5854.json,Nicki Minaj,en
76,Kenny Chesney,Come Over,2012,5855.json,Kenny Chesney,en
77,Trey Songz,Heart Attack,2012,5856.json,Trey Songz,en
78,Kirko Bangz,Drank In My Cup,2012,5857.json,Kirko Bangz,en
79,Rihanna feat. Chris Brown,Birthday Cake,2012,5858.json,Rihanna,en
80,B.o.B,So Good,2012,5859.json,B.o.B,en
81,Train,50 Ways To Say Goodbye,2012,5860.json,Train,en
82,Toby Keith,Red Solo Cup,2012,5861.json,Toby Keith,en
83,Selena Gomez and The Scene,Love You Like A Love Song,2012,5862.json,Selena Gomez,en
84,Chris Brown,Turn Up The Music,2012,5863.json,Chris Brown,en
85,Ke$ha,Die Young,2012,5864.json,Ke$ha,en
86,T-Pain feat. Wiz Khalifa and Lily Allen,5 O'Clock,2012,5865.json,T-Pain,en
87,Christina Perri,A Thousand Years,2012,5866.json,Christina Perri,en
88,Jason Aldean,Take A Little Ride,2012,5867.json,Jason Aldean,en
89,Rihanna,You Da One,2012,5868.json,Rihanna,en
90,Havana Brown feat. Pitbull,We Run The Night,2012,5869.json,Havana Brown,en
91,Imagine Dragons,It's Time,2012,5870.json,Imagine Dragons,en
92,Ca$h Out,Cashin' Out,2012,5871.json,Ca$h Out,en
93,Luke Bryan,I Don't Want This Night To End,2012,5872.json,Luke Bryan,en
94,Rihanna,Diamonds,2012,5873.json,Rihanna,en
95,Lee Brice,Hard To Love,2012,5874.json,Lee Brice,en
96,Kip Moore,Somethin' 'Bout A Truck,2012,5875.json,Kip Moore,en
97,Miguel,Adorn,2012,5876.json,Miguel,en
98,Jason Aldean,Fly Over States,2012,5877.json,Jason Aldean,en
99,Eli Young Band,Even If It Breaks Your Heart,2012,5878.json,Eli Young B,en
100,Linkin Park,Burn It Down,2012,5879.json,Linkin Park,en
1,Macklemore and Ryan Lewis feat. Wanz,Thrift Shop,2013,5880.json,Macklemore,en
2,Robin Thicke feat. T.I. and Pharrell,Blurred Lines,2013,5881.json,Robin Thicke,en
3,Imagine Dragons,Radioactive,2013,5882.json,Imagine Dragons,en
4,Baauer,Harlem Shake,2013,5883.json,Baauer,en
5,Macklemore and Ryan Lewis feat. Ray Dalton,Can't Hold Us,2013,5884.json,Macklemore,en
6,Justin Timberlake,Mirrors,2013,5885.json,Justin Timberlake,en
7,P!nk feat. Nate Ruess,Just Give Me A Reason,2013,5886.json,P!nk,en
8,Bruno Mars,When I Was Your Man,2013,5887.json,Bruno Mars,en
9,Florida Georgia Line feat. Nelly,Cruise,2013,5888.json,Florida Georgia Line,en
10,Katy Perry,Roar,2013,5889.json,Katy Perry,en
11,Bruno Mars,Locked Out Of Heaven,2013,5890.json,Bruno Mars,en
12,Lumineers,Ho Hey,2013,5891.json,Lumineers,en
13,Rihanna feat. Mikky Ekko,Stay,2013,5892.json,Rihanna,en
14,Daft Punk feat. Pharrell Williams,Get Lucky,2013,5893.json,Daft Punk,en
15,Lorde,Royals,2013,5894.json,Lorde,en
16,Taylor Swift,I Knew You Were Trouble,2013,5895.json,Taylor Swift,en
17,Miley Cyrus,We Can't Stop,2013,5896.json,Miley Cyrus,en
18,Miley Cyrus,Wrecking Ball,2013,5897.json,Miley Cyrus,en
19,Avicii,Wake Me Up!,2013,5898.json,Avicii,en
20,Justin Timberlake feat. Jay Z,Suit and Tie,2013,5899.json,Justin Timberlake,en
23,will.i.am and Britney Spears,Scream and Shout,2013,5902.json,will.i.am,en
24,Zedd feat. Foxes,Clarity,2013,5903.json,Zedd,en
25,AWOLNATION,Sail,2013,5904.json,AWOLNATION,en
26,Swedish House Mafia feat. John Martin,Don't You Worry Child,2013,5905.json,Swedish House Mafia,en
27,Rihanna,Diamonds,2013,5906.json,Rihanna,en
28,Icona Pop feat. Charli XCX,I Love It,2013,5907.json,Icona Pop,en
29,Capital Cities,Safe And Sound,2013,5908.json,Capital Cities,en
30,Bruno Mars,Treasure,2013,5909.json,Bruno Mars,en
